Tamano del Vector;Valor de K;K:Mejor Tiempo (us);K:Peor Tiempo(us);K:Tiempo Medio(us);
4000;30;11467.200000;12096.000000;11648.580000
4000;35;12560.500000;13129.700000;12707.380000
4000;40;12519.400000;12696.500000;12578.000000
4000;45;12551.200000;12588.100000;12572.000000
4000;50;12516.200000;13523.200000;12911.060000
4000;55;12623.100000;13243.400000;12867.020000
4000;60;12499.300000;13049.900000;12755.420000
4000;65;16056.900000;16151.800000;16103.440000
4000;70;16109.700000;16218.000000;16146.320000
4000;75;15978.400000;16141.300000;16082.740000
4000;80;15966.400000;16214.900000;16080.400000
4000;85;15910.600000;16214.400000;16042.420000
4000;90;16125.100000;16729.300000;16304.480000
4000;95;15876.500000;16072.500000;15990.220000
4000;100;16017.500000;16114.800000;16064.420000
Tamano del Vector;Valor de K;K:Mejor Tiempo (us);K:Peor Tiempo(us);K:Tiempo Medio(us);
5000;5;15930.800000;15982.600000;15959.120000
5000;10;14785.500000;14858.000000;14823.520000
5000;15;14774.300000;15022.800000;14864.620000
5000;20;14912.000000;15027.400000;14972.020000
5000;25;15033.700000;15875.100000;15314.540000
5000;30;14943.100000;15070.500000;14999.520000
5000;35;14914.100000;15312.600000;15073.240000
5000;40;17030.700000;17298.600000;17161.120000
5000;45;17078.500000;17897.200000;17396.700000
5000;50;17132.700000;18519.300000;17855.520000
5000;55;17158.400000;17428.800000;17312.020000
5000;60;17008.400000;17409.700000;17233.120000
5000;65;17077.100000;17724.600000;17215.860000
5000;70;16950.200000;17171.700000;17083.140000
5000;75;17133.000000;17854.200000;17424.400000
5000;80;22855.300000;23564.400000;23196.700000
5000;85;22866.200000;23464.400000;23074.860000
5000;90;22672.400000;23524.800000;23032.520000
5000;95;22873.800000;23348.100000;23139.700000
5000;100;23018.400000;23500.400000;23231.780000
Tamano del Vector;Valor de K;K:Mejor Tiempo (us);K:Peor Tiempo(us);K:Tiempo Medio(us);
6000;5;21093.700000;21736.200000;21330.780000
6000;10;19076.300000;19549.200000;19258.240000
6000;15;18075.800000;18139.400000;18106.980000
6000;20;18421.600000;18745.900000;18590.800000
6000;25;18800.200000;19048.900000;18889.820000
6000;30;18823.900000;19358.900000;19018.820000
6000;35;18816.100000;19460.200000;19003.180000
6000;40;18745.200000;18942.100000;18829.200000
6000;45;18749.000000;18905.700000;18806.620000
6000;50;22014.300000;22399.000000;22245.640000
6000;55;22136.000000;22558.800000;22314.160000
6000;60;22162.100000;22851.400000;22463.360000
6000;65;22179.400000;23269.800000;22470.600000
6000;70;22137.900000;22296.900000;22206.800000
6000;75;22070.000000;22287.400000;22190.300000
6000;80;22041.500000;22822.700000;22424.080000
6000;85;22130.000000;23022.300000;22373.920000
6000;90;22164.200000;22498.000000;22285.980000
6000;95;30929.400000;32174.500000;31359.520000
6000;100;30784.600000;31885.800000;31291.660000
Tamano del Vector;Valor de K;K:Mejor Tiempo (us);K:Peor Tiempo(us);K:Tiempo Medio(us);
7000;5;24675.600000;24852.700000;24739.260000
7000;10;22230.300000;22344.100000;22294.860000
7000;15;21449.500000;22796.200000;21750.220000
7000;20;21447.100000;21705.300000;21563.980000
7000;25;21411.000000;22374.800000;21679.480000
7000;30;22893.300000;23360.700000;23069.600000
7000;35;22836.800000;23009.000000;22928.920000
7000;40;22927.700000;37441.400000;27489.260000
7000;45;22857.300000;23381.300000;23214.360000
7000;50;22932.400000;23308.500000;23070.860000
7000;55;27891.800000;28429.500000;28086.800000
7000;60;27904.300000;28635.100000;28278.840000
7000;65;27900.300000;28653.300000;28198.920000
7000;70;27910.400000;29172.100000;28327.320000
7000;75;27850.100000;29307.700000;28201.940000
7000;80;27741.500000;28040.300000;27888.820000
7000;85;27832.700000;28639.700000;28060.320000
7000;90;27738.300000;28740.000000;28151.900000
7000;95;27707.600000;28861.500000;28196.360000
7000;100;27775.700000;28369.600000;28101.740000
Tamano del Vector;Valor de K;K:Mejor Tiempo (us);K:Peor Tiempo(us);K:Tiempo Medio(us);
8000;5;27840.000000;28308.900000;28017.480000
8000;10;25496.400000;28831.800000;26295.720000
8000;15;25216.700000;25942.200000;25471.140000
8000;20;24922.300000;25206.600000;25035.080000
8000;25;24925.300000;25039.500000;24974.480000
8000;30;24966.000000;25726.500000;25155.620000
8000;35;27227.000000;27911.800000;27457.020000
8000;40;27351.100000;28308.500000;27729.120000
8000;45;27239.400000;27808.900000;27467.680000
8000;50;27213.000000;27651.600000;27387.900000
8000;55;27146.800000;27442.100000;27282.080000
8000;60;27216.700000;28110.400000;27676.740000
8000;65;34114.700000;34355.200000;34249.640000
8000;70;33897.500000;34330.300000;34005.120000
8000;75;34097.300000;34804.000000;34419.440000
8000;80;34040.900000;34487.700000;34265.800000
8000;85;34101.300000;35093.700000;34506.580000
8000;90;34127.600000;34546.000000;34304.380000
8000;95;34116.700000;34894.200000;34385.400000
8000;100;34324.400000;35085.700000;34750.920000
Tamano del Vector;Valor de K;K:Mejor Tiempo (us);K:Peor Tiempo(us);K:Tiempo Medio(us);
9000;5;31177.600000;32188.700000;31394.520000
9000;10;28814.300000;29529.700000;29025.080000
9000;15;28778.000000;29432.700000;29075.180000
9000;20;28659.000000;28762.100000;28704.600000
9000;25;28648.300000;28947.100000;28781.280000
9000;30;28576.600000;28753.800000;28647.660000
9000;35;31342.900000;31535.000000;31430.580000
9000;40;31997.300000;32155.200000;32056.800000
9000;45;31775.300000;36558.600000;32925.200000
9000;50;31889.200000;32845.900000;32173.620000
9000;55;31802.400000;32152.300000;31948.840000
9000;60;31766.700000;34574.200000;32379.540000
9000;65;31888.100000;32257.800000;32060.020000
9000;70;38007.300000;39076.800000;38326.660000
9000;75;41052.200000;42065.900000;41465.940000
9000;80;41033.900000;41341.900000;41185.540000
9000;85;40933.900000;41804.100000;41224.860000
9000;90;40683.600000;42039.400000;41095.780000
9000;95;41002.700000;41173.600000;41107.560000
9000;100;40948.000000;41560.600000;41283.520000
Tamano del Vector;Valor de K;K:Mejor Tiempo (us);K:Peor Tiempo(us);K:Tiempo Medio(us);
10000;5;34512.700000;35485.800000;34909.860000
10000;10;32112.200000;32811.200000;32368.040000
10000;15;32126.400000;32269.700000;32205.120000
10000;20;32390.600000;32559.900000;32479.920000
10000;25;32460.600000;33153.000000;32617.980000
10000;30;32299.600000;33370.300000;32636.200000
10000;35;32432.200000;32750.500000;32529.100000
10000;40;36702.600000;37996.400000;37009.180000
10000;45;36684.500000;37766.300000;36948.580000
10000;50;36718.800000;37094.900000;36894.980000
10000;55;36767.300000;36893.500000;36811.900000
10000;60;36706.800000;37116.600000;36910.860000
10000;65;36987.600000;37395.400000;37143.540000
10000;70;36771.400000;37042.300000;36895.300000
10000;75;36708.700000;37398.500000;37005.400000
10000;80;48203.800000;50021.800000;48752.220000
10000;85;48454.700000;49003.300000;48667.420000
10000;90;48081.800000;49430.500000;48572.740000
10000;95;48084.400000;48578.300000;48308.540000
10000;100;48066.400000;49678.500000;48762.640000

